"Identyfikator Produktu Leczniczego";"Nazwa Produktu Leczniczego";"Nazwa powszechnie stosowana";"Rodzaj preparatu";"Zakaz stosowania u zwierząt";"Nazwa poprzednia produktu";"Droga podania - Gatunek - Tkanka - Okres karencji";"Moc";"Postać farmaceutyczna";"Typ procedury";"Numer pozwolenia";"Ważność pozwolenia";"Kod ATC";"Podmiot odpowiedzialny";"Opakowanie";"Substancja czynna";"Nazwa wytwórcy";"Kraj wytwórcy";"Nazwa importera";"Kraj importera";"Nazwa wytwórcy/importera";"Kraj wytwórcy/importera";"Podmiot odpowiedzialny w kraju eksportu";"Kraj eksportu";"Podstawa prawna wniosku";"Ulotka";"Charakterystyka";"Etykieto-ulotka";"Ulotka importu równoległego";"Etykieto-ulotka importu równoległego";"Oznakowanie opakowań importu równoległego";"Narzędzia edukacyjne dla osoby wykonującej zawód medyczny";"Narzędzia edukacyjne dla pacjenta"
"100379344";"Metcrean";"Metformini hydrochloridum";"Ludzki";"";"";"doustna";"1000 mg";"Tabletki powlekane";"NAR";"25562";"2024-09-27";"A10BA02";"Synoptis Pharma Sp. z o.o.";"05909991415365 ¦ Rp ¦ 129514
30 tabl.
05909991415372 ¦ Rp ¦ 129515
60 tabl.
05909991415389 ¦ Rp ¦ 129516
90 tabl.";"Metformini hydrochloridum 1000 mg";"Synoptis Industrial Sp. z o.o.";"Polska";"Synoptis Industrial Sp. z o.o.";"Polska";"Synoptis Industrial Sp. z o.o.";"Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37934/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37934/characteristic";"";"";"";"";"";""
"100379350";"Porcilis Ery+Parvo+Lepto";"Szczepionka przeciw różycy, parwowirozie i leptospirozie świń, inaktywowana";"Weterynaryjny";"";"";"Podanie domięśniowe - świnia - tkanki jadalne - 0 dni";"- + - + - + - + - + - + - + - + -";"Zawiesina do wstrzykiwań";"DCP";"2589";"Bezterminowe";"QI09AL07";"Intervet International B.V.";"5909991303259 ¦ Rp ¦ 118735
1 fiol. 125 dawek (250 ml)
5909991302443 ¦ Rp ¦ 118736
1 fiol. 25 dawek (50 ml)
5909991302450 ¦ Rp ¦ 118737
1 fiol. 50 dawek (100 ml)
5909991302467 ¦ Rp ¦ 118738
1 fiol. 10 dawek (20 ml)
5909991302474 ¦ Rp ¦ 118739
10 fiol. 25 dawek (50 ml)
5909991302481 ¦ Rp ¦ 118740
10 fiol. 10 dawek (20 ml)";"Erysipelothrix rhusiopathiae, serotyp 2 (szczep M2) - + Parwowirus świń (szczep 014) - + Leptospira interrogans serogrupa Canicola serowar Portland-Vere (szczep Ca-12-000) - + Leptospira interrogans serogrupa Icterohaemorrhagiae serowar Copenhageni (szczep Ic-02-001) - + Leptospira interrogans serogrupa Australis serowar Bratislava (szczep As-05-073) - + Leptospira kirschneri serogrupa Grippotyphosa serowar Dadas (szczep Gr-01-005) - + Leptospira interrogans serogrupa Pomona serowar Pomona (szczep Po-01-000) - + Leptospira santarosai serogrupa Tarassovi serowar Gatuni (szczep S1148/02) -";"Intervet International B.V.";"Holandia";"";"";"Intervet International B.V.";"Holandia";"";"";"art. 16a ust.5";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37935/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37935/characteristic";"";"";"";"";"";""
"100379380";"Mycoflor";"Florfenicolum";"Weterynaryjny";"";"";"w wodzie do picia - świnia - tkanki jadalne - 23 dni";"200 mg/ml";"Roztwór do podania w wodzie do picia";"DCP";"2584";"Bezterminowe";"QJ01BA90";"S.P. VETERINARIA S.A.";"5909991302573 ¦ Rp ¦ Skasowane ¦ 118752
1 poj. 1 l
5909991302580 ¦ Rp ¦ Skasowane ¦ 118753
1 poj. 5 l
8435317203479 ¦ Rp ¦ 142526
1 poj. 1 l
8435317208115 ¦ Rp ¦ 142527
1 poj. 5 l";"Florfenicolum 200 mg/ml";"Cenavisa, S.L.
S.P VETERINARIA S.A";"Hiszpania
Hiszpania";"";"";"Cenavisa, S.L.
S.P VETERINARIA S.A";"Hiszpania
Hiszpania";"";"";"art. 15a ust. 6";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37938/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37938/characteristic";"";"";"";"";"";""
"100379396";"Eurican L multi";"Szczepionka przeciw leptospirozie psów, inaktywowana";"Weterynaryjny";"";"";"podanie podskórne - pies";"- + - + -";"Zawiesina do wstrzykiwań";"MRP";"2586";"Bezterminowe";"QI07AB01";"Boehringer Ingelheim Animal Health France SCS";"3661103071976 ¦ Rp ¦ 118757
10 fiol. 1 ml";"Inaktywowane bakterie Leptospira interrogans serogrupy i serowaru Canicola,  szczep 16070 zgodna z Ph. Eur. 447* + Leptospira interrogans serowar Icterohaemorrhagiae, szczep 16069, inaktywowane zgodna z Ph. Eur. 447* + Inaktywowane bakterie Leptospira interrogans serogrupy i serowaru  Grippotyphosa, szczep Grippo Mal 1540 zgodna z Ph. Eur. 447*";"Boehringer Ingelheim Animal Health France SCS";"Francja";"";"";"Boehringer Ingelheim Animal Health France SCS";"Francja";"";"";"art. 16a ust.5";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37939/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37939/characteristic";"";"";"";"";"";""
"100379404";"Canigen DHPPi/L";"Szczepionka przeciw nosówce, adenowirozie, parwowirozie i wirusowi parainfluenzyoraz leptospirozie psów";"Weterynaryjny";"";"";"podanie podskórne - pies";"Żywy atenuowany wirus nosówki psów (CDV) - szczep Lederle 10^3,0 - 10^4,9 CCID50*Żywy atenuowany adenowirus psów typ 2 (CAV-2) - szczep Manhattan 10^4,0 - 10^6,0 CCID50*Żywy atenuowany parwowirus psów (CPV) - szczep CPV780916 10^5,0 - 10^6,8 CCID50*Żywy atenuowany wirus parainfluenzy psów (CPiV) - szczep Manhattan 10^5,0- 10^6,9 CCID50** dawka zakażająca 50 % komórek hodowliZawiesina:Inaktywowane Leptospira interrogans:- serogrupa Canicola serowar Canicola, szczep 601903 4350-7330 U**- serogrupa Icterohaemorrhagiae serowar Icterohaemorrhagiae, szczep 601895 4250-6910 U**** Masa antygenu w jednostkach ELISA";"Liofilizat i zawiesina do sporządzania zawiesiny do wstrzykiwań";"MRP";"2585";"Bezterminowe";"QI07AI02";"Virbac S.A.";"3597133074000 ¦ Rp ¦ 118758
10 fiol. 1 dawek Liofilizat ¦ 10 fiol. 1 ml Zawiesina
5909991536817 ¦ Rp ¦ 154003
100 fiol. 1 dawka Liofilizat ¦ 100 fiol. 1 ml Zawiesina
5909991536824 ¦ Rp ¦ 154004
1 fiol. 1 dawka Liofilizat ¦ 1 fiol. 1 ml Zawiesina
5909991536831 ¦ Rp ¦ 154005
25 fiol. 1 dawka Liofilizat ¦ 25 fiol. 1 ml Zawiesina
5909991536848 ¦ Rp ¦ 154006
50 fiol. 1 dawka Liofilizat ¦ 50 fiol. 1 ml Zawiesina";"Żywy atenuowany wirus nosówki, szczep Lederle 10^4,9 CCID50/1ml + Atenuowany adenowirus psów, typ 2, szczep Manhattan, 10^6,0 CCID50/1ml + Atenuowany parwowirus psów, szczep Corelli CPV 780916-115P 10^6,8 CCID50/1ml + Atenuowany wirus parainfluenzy psów, szczep Manhattan 10^6,9 CCID50/1ml + Leptospira interrogans, serogroup Canicola, serovar Canicola, strain 601903, Inactivated 4350-7330 U/1ml + Leptospira interrogans, serogroup Icterohaemorrhagiae, serovar Icterohaemorrhagiae, strain 601895, Inactivated 4250-6910 U/1ml";"Virbac S.A.";"Francja";"";"";"Virbac S.A.";"Francja";"";"";"art. 16a ust.5";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37940/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37940/characteristic";"";"";"";"";"";""
"100379440";"Tadalafil Bluescience";"Tadalafilum";"Ludzki";"";"";"doustna";"2,5 mg ";"Tabletki powlekane";"DCP";"25130";"2024-02-15";"G04BE08";"Bluescience Unipessoal, Lda.";"05909991381264 ¦ Rp ¦ 129269
28 tabl.";"Tadalafilum 2,5 mg ";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37944/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37944/characteristic";"";"";"";"";"";""
"100379456";"Solpadeine Control";"Paracetamolum + Coffeinum";"Ludzki";"";"";"doustna";"500 mg  + 65 mg ";"Tabletki musujące";"DCP";"24043";"Bezterminowe";"N02BE51";"Perrigo Poland Sp. z o.o.";"05909991330699 ¦ OTC ¦ 122129
4 tabl.
05909991330705 ¦ OTC ¦ 122130
6 tabl.
05909991330712 ¦ OTC ¦ 122131
12 tabl.
05909991330729 ¦ OTC ¦ 122132
16 tabl.
05909991330736 ¦ OTC ¦ 122133
18 tabl.
05909991330743 ¦ OTC ¦ 122134
24 tabl.
05909991330750 ¦ OTC ¦ 122135
30 tabl.
05909991330767 ¦ OTC ¦ 122136
48 tabl.
05909991330774 ¦ OTC ¦ 122137
60 tabl.";"Paracetamolum 500 mg  + Coffeinum 65 mg ";"FAMAR A.V.E. ANTHOUSSA PLANT";"Grecja";"";"";"FAMAR A.V.E. ANTHOUSSA PLANT";"Grecja";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37945/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37945/characteristic";"";"";"";"";"";""
"100379462";"Omegaflex special bez elektrolitów";"Produkt złożony";"Ludzki";"";"Nutriflex Omega special without electrolytes";"dożylna";"";"Emulsja do infuzji";"DCP";"23781";"Bezterminowe";"B05BA10";"B. Braun Melsungen AG";"05909991317348 ¦ Rp ¦ 120620
5 worków 1875 ml
05909991317355 ¦ Rp ¦ 120621
5 worków 1250 ml
05909991317362 ¦ Rp ¦ 120622
5 worków 625 ml";"izoleucyna 8,210 g/1000 ml + Leucine 10,96 g/1000 ml + lizyny chlorowodorek 8,940 g/1000 ml + Methioninum 6,840 g/1000 ml + Phenylalaninum 12,29 g/1000 ml + Treoninum 6,350 g/1000 ml + Tryptophanum 2,000 g/1000 ml + Valinum 9,010 g/1000 ml + Arginina 9,450 g/1000 ml + Histidinum 4,380 g/1000 ml + Alaninum 16,98 g/1000 ml + Glicyna 5,780 g/1000 ml + Acidum asparaginicum 5,250 g/1000 ml + Glutamic acid 12,27 g/1000 ml + prolina 11,90 g/1000 ml + Glucosum monohydricum 396,0 g/1000 ml + Trójglicerydy nasyconych kwasów tłuszczowych o średniej długości łańcucha 100,0 g/1000 ml + Soiae oleum raffinatum 80,0 g/1000 ml + Omega-3-triglyceridum 80,0 g/1000 ml";"B. Braun Melsungen AG";"Niemcy";"";"";"B. Braun Melsungen AG";"Niemcy";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37946/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37946/characteristic";"";"";"";"";"";""
"100379479";"Omegaflex peri";"Produkt złożony";"Ludzki";"";"Nutriflex Omega peri";"dożylna";"-";"Emulsja do infuzji";"DCP";"23785";"Bezterminowe";"B05BA10";"B. Braun Melsungen AG";"05909991317409 ¦ Rp ¦ 120626
5 worków 2500 ml
05909991317416 ¦ Rp ¦ 120627
5 worków 1250 ml
05909991317423 ¦ Rp ¦ 120628
5 worków 1875 ml";"izoleucyna 4,680 g/1000 ml + Leucinum 6,260 g/1000 ml + lizyny chlorowodorek 5,680 g/1000 ml + Methioninum 3,920 g/1000 ml + Phenylalaninum 7,020 g/1000 ml + Treoninum 3,640
 g/1000 ml + Tryptophanum 1,140 g/1000 ml + Valinum 5,200 g/1000 ml + Arginina 5,400 g/1000 ml + Histydyny chlorowodorek jednowodny 3,380 g/1000 ml + Alaninum 9,700 g/1000 ml + Glicyna 3,300 g/1000 ml + Acidum asparaginicum 3,000 g/1000 ml + Glutamic acid 7,000 g/1000 ml + prolina 6,800 g/1000 ml + Sodu chlorek 2,162 g/1000 ml + Sodu octan trójwodny 1,088 g/1000 ml + Kalii acetas 5,886 g/1000 ml + Magnesii acetas tetrahydricus 1,288 g/1000 ml + wapnia chlorek dwuwodny 0,882 g/1000 ml + Ntrii hydroxidum 1,600 g/1000 ml + Glucosum monohydricum 176,0 g/1000 ml + Natrii dihydrophosphas dihydricus 2,340 g/1000 ml + Zinci acetas dihydras 13,200 g/1000 ml + Trójglicerydy nasyconych kwasów tłuszczowych o średniej długości łańcucha 100,00 g/1000 ml + Soiae oleum raffinatum 80,0 g/1000 ml + Omega-3-triglyceridum 20,0 g/1000 ml";"B. Braun Melsungen AG";"Niemcy";"";"";"B. Braun Melsungen AG";"Niemcy";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37947/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37947/characteristic";"";"";"";"";"";""
"100379485";"Tadalafil Bluescience";"Tadalafilum";"Ludzki";"";"";"doustna";"5 mg ";"Tabletki powlekane";"DCP";"25131";"2024-02-15";"G04BE08";"Bluescience Unipessoal, Lda.";"05909991381271 ¦ Rp ¦ 129270
14 tabl.
05909991381288 ¦ Rp ¦ 129271
28 tabl.
05909991381295 ¦ Rp ¦ 129272
84 tabl.";"Tadalafilum 5 mg ";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37948/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37948/characteristic";"";"";"";"";"";""
"100379491";"Tadalafil Bluescience";"Tadalafilum";"Ludzki";"";"";"doustna";"10 mg ";"Tabletki powlekane";"DCP";"25132";"2024-02-15";"G04BE08";"Bluescience Unipessoal, Lda.";"05909991381301 ¦ Rp ¦ 129273
4 tabl.
05909991381318 ¦ Rp ¦ 129274
12 tabl.
05909991381325 ¦ Rp ¦ 129275
24 tabl.
05909991381332 ¦ Rp ¦ 129276
36 tabl.
05909991381349 ¦ Rp ¦ 129277
48 tabl.";"Tadalafilum 10 mg ";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37949/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37949/characteristic";"";"";"";"";"";""
"100379500";"Tadalafil Bluescience";"Tadalafilum";"Ludzki";"";"";"doustna";"20 mg ";"Tabletki powlekane";"DCP";"25133";"2024-02-15";"G04BE08";"Bluescience Unipessoal, Lda.";"05909991381356 ¦ Rp ¦ 129278
2 tabl.
05909991381363 ¦ Rp ¦ 129279
4 tabl.
05909991381370 ¦ Rp ¦ 129280
8 tabl.
05909991381387 ¦ Rp ¦ 129281
12 tabl.
05909991381394 ¦ Rp ¦ 129282
24 tabl.
05909991381400 ¦ Rp ¦ 129283
36 tabl.
05909991381417 ¦ Rp ¦ 129284
48 tabl.";"Tadalafilum 20 mg ";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska
Polska";"Pharmacare Premium Ltd.
Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A.";"Malta
Polska
Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37950/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37950/characteristic";"";"";"";"";"";""
"100379516";"Lacosamide Neuraxpharm";"Lacosamidum";"Ludzki";"";"Lacosamide Glenmark";"doustna";"50 mg";"Tabletki powlekane";"DCP";"24478";"Bezterminowe";"N03AX18";"neuraxpharm Arzneimittel GmbH";"05902020241584 ¦ Rp ¦ Skasowane ¦ 126165
14 tabl.
04260598450533 ¦ Rp ¦ 144414
14 tabl.";"Lacosamidum 50 mg";"Combino Pharm (Malta) Ltd
Galenica Pharmaceutical Industry S.A.
Glenmark Pharmaceuticals s.r.o.
SVUS Pharma a.s.";"Malta
Grecja
Czechy
Czechy";"";"";"Combino Pharm (Malta) Ltd
Galenica Pharmaceutical Industry S.A.
Glenmark Pharmaceuticals s.r.o.
SVUS Pharma a.s.";"Malta
Grecja
Czechy
Czechy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37951/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37951/characteristic";"";"";"";"";"";""
"100379522";"Lacosamide Neuraxpharm";"Lacosamidum";"Ludzki";"";"Lacosamide Glenmark";"doustna, na skórę";"100 mg";"Tabletki powlekane";"DCP";"24479";"Bezterminowe";"N03AX18";"neuraxpharm Arzneimittel GmbH";"05902020241591 ¦ Rp ¦ Skasowane ¦ 126167
56 tabl.
04260598450540 ¦ Rp ¦ 144415
56 tabl.";"Lacosamidum 100 mg";"Combino Pharm (Malta) Ltd
Galenica Pharmaceutical Industry S.A.
Glenmark Pharmaceuticals s.r.o.
SVUS Pharma a.s.";"Malta
Grecja
Czechy
Czechy";"";"";"Combino Pharm (Malta) Ltd
Galenica Pharmaceutical Industry S.A.
Glenmark Pharmaceuticals s.r.o.
SVUS Pharma a.s.";"Malta
Grecja
Czechy
Czechy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37952/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37952/characteristic";"";"";"";"";"";""
"100379539";"Lacosamide Neuraxpharm";"Lacosamidum";"Ludzki";"";"Lacosamide Glenmark";"doustna";"150 mg";"Tabletki powlekane";"DCP";"24480";"Bezterminowe";"N03AX18";"neuraxpharm Arzneimittel GmbH";"05902020241607 ¦ Rp ¦ Skasowane ¦ 126169
56 tabl.
04260598450557 ¦ Rp ¦ 144416
56 tabl.";"Lacosamidum 150 mg";"Combino Pharm (Malta) Ltd
Galenica Pharmaceutical Industry S.A.
Glenmark Pharmaceuticals s.r.o.
SVUS Pharma a.s.";"Malta
Grecja
Czechy
Czechy";"";"";"Combino Pharm (Malta) Ltd
Galenica Pharmaceutical Industry S.A.
Glenmark Pharmaceuticals s.r.o.
SVUS Pharma a.s.";"Malta
Grecja
Czechy
Czechy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37953/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37953/characteristic";"";"";"";"";"";""
"100379545";"Lacosamide Neuraxpharm";"Lacosamidum";"Ludzki";"";"Lacosamide Glenmark";"doustna";"200 mg";"Tabletki powlekane";"DCP";"24481";"Bezterminowe";"N03AX18";"neuraxpharm Arzneimittel GmbH";"05902020241614 ¦ Rp ¦ Skasowane ¦ 126170
56 tabl.
04260598450564 ¦ Rp ¦ 144413
56 tabl.";"Lacosamidum 200 mg";"Combino Pharm (Malta) Ltd
Galenica Pharmaceutical Industry S.A.
Glenmark Pharmaceuticals s.r.o.
SVUS Pharma a.s.";"Malta
Grecja
Czechy
Czechy";"";"";"Combino Pharm (Malta) Ltd
Galenica Pharmaceutical Industry S.A.
Glenmark Pharmaceuticals s.r.o.
SVUS Pharma a.s.";"Malta
Grecja
Czechy
Czechy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37954/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37954/characteristic";"";"";"";"";"";""
"100379611";"Lustork";"Progesteronum";"Ludzki";"";"";"dopochwowa";"100 mg";"Tabletki dopochwowe";"NAR";"25169";"2024-03-08";"G03DA04";"Adamed Pharma S.A.";"05909991389628 ¦ Rp ¦ 129949
30 tabl.
05909991389635 ¦ Rp ¦ 129950
60 tabl.
05909991389642 ¦ Rp ¦ 129951
90 tabl.";"Progesteronum 100 mg";"Adamed Pharma S.A.";"Polska";"";"";"Adamed Pharma S.A.";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37961/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37961/characteristic";"";"";"";"";"";""
"100379628";"Lustork";"Progesteronum";"Ludzki";"";"";"dopochwowa";"200 mg";"Tabletki dopochwowe";"NAR";"25170";"2024-03-08";"G03DA04";"Adamed Pharma S.A.";"05909991389659 ¦ Rp ¦ 129952
30 tabl.
05909991389666 ¦ Rp ¦ 129953
60 tabl.
05909991389673 ¦ Rp ¦ 129954
90 tabl.";"Progesteronum 200 mg";"Adamed Pharma S.A.";"Polska";"";"";"Adamed Pharma S.A.";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37962/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37962/characteristic";"";"";"";"";"";""
"100379634";"Dulcobis";"Bisacodylum";"Ludzki";"";"";"doodbytnicza";"10 mg";"Czopki";"NAR";"25370";"Bezterminowe";"A06AB02";"Opella Healthcare Poland Sp. z o.o.";"05909991404086 ¦ OTC ¦ 130965
6 czopków
05909991404093 ¦ OTC ¦ 130966
10 czopków
05909991404109 ¦ OTC ¦ 130967
12 czopków";"Bisacodylum 10 mg";"";"";"";"";"Istituto De Angeli s.r.I.";"Włochy";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37963/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37963/characteristic";"";"";"";"";"";""
"100379663";"Ketamidor";"Ketamini hydrochloridum";"Weterynaryjny";"";"";"dożylnie - bydło - tkanki jadalne - 0 dni 
domięśniowo - bydło - tkanki jadalne - 0 dni 
domięśniowo - bydło - mleko - 0 godzin 
dożylnie - bydło - mleko - 0 godzin 
podskórnie - bydło - mleko - 0 godzin 
podskórnie - bydło - tkanki jadalne - 0 dni 
podskórnie - koń - mleko - 0 godzin 
dożylnie - koń - mleko - 0 godzin 
podskórnie - koń - tkanki jadalne - 0 dni 
domięśniowo - koń - tkanki jadalne - 0 dni 
domięśniowo - koń - mleko - 0 godzin 
dożylnie - koń - tkanki jadalne - 0 dni 
podskórnie - kot 
dożylnie - kot 
domięśniowo - kot 
podskórnie - pies 
dożylnie - pies 
domięśniowo - pies 
dożylnie - świnia - tkanki jadalne - 0 dni 
domięśniowo - świnia - tkanki jadalne - 0 dni 
podskórnie - świnia - tkanki jadalne - 0 dni";"100 mg/ml";"Roztwór do wstrzykiwań";"MRP";"2590";"Bezterminowe";"QN01AX03";"Vetviva Richter GmbH";"5909991303006 ¦ Rp ¦ 118800
1 fiol. 10 ml
5909991303013 ¦ Rp ¦ 118801
1 fiol. 50 ml
5909991303020 ¦ Rp ¦ 118802
5 fiol. 10 ml";"Ketamini hydrochloridum 100 mg/ml";"Vetviva Richter GmbH";"Austria";"";"";"Vetviva Richter GmbH";"Austria";"";"";"art. 15a ust. 1";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37966/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37966/characteristic";"";"";"";"";"";""
"100379670";"Zilibra";"Lacosamidum";"Ludzki";"";"";"doustna";"50 mg";"Tabletki powlekane";"DCP";"24653";"2023-03-30";"N03AX18";"Zakłady Farmaceutyczne POLPHARMA S.A.";"05909991368333 ¦ Rp ¦ 127498
14 tabl.
05909991368340 ¦ Rp ¦ 127499
56 tabl.
05909991368357 ¦ Rp ¦ 127500
84 tabl.";"Lacosamidum 50 mg ";"Combino Pharm (Malta) Ltd
Simvis Pharmaceuticals S.A.
SVUS Pharma a.s.";"Malta
Grecja
Czechy";"";"";"Combino Pharm (Malta) Ltd
Simvis Pharmaceuticals S.A.
SVUS Pharma a.s.";"Malta
Grecja
Czechy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37967/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37967/characteristic";"";"";"";"";"";""
"100379686";"Zilibra";"Lacosamidum";"Ludzki";"";"";"doustna";"100 mg";"Tabletki powlekane";"DCP";"24654";"2023-03-30";"N03AX18";"Zakłady Farmaceutyczne POLPHARMA S.A.";"05909991368364 ¦ Rp ¦ 127501
14 tabl.
05909991368371 ¦ Rp ¦ 127502
56 tabl.
05909991368388 ¦ Rp ¦ 127503
84 tabl.";"Lacosamidum 100 mg ";"Combino Pharm (Malta) Ltd
Simvis Pharmaceuticals S.A.
SVUS Pharma a.s.";"Malta
Grecja
Czechy";"";"";"Combino Pharm (Malta) Ltd
Simvis Pharmaceuticals S.A.
SVUS Pharma a.s.";"Malta
Grecja
Czechy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37968/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/37968/characteristic";"";"";"";"";"";""
